Date,WTI,RBOB,HO
2020-08-12,42.66999816894531,52.239601850509644,52.8024001121521
2020-08-13,42.2400016784668,51.86159920692444,52.00020217895508
2020-08-14,42.0099983215332,52.273202419281006,51.941402435302734
2020-08-17,42.88999938964844,53.339999198913574,52.04219913482666
2020-08-18,42.88999938964844,53.88599967956543,52.93680238723755
2020-08-19,42.93000030517578,54.2010018825531,52.54200196266174
2020-08-20,42.58000183105469,54.452998638153076,52.36140203475952
2020-08-21,42.34000015258789,53.93220233917236,50.735997676849365
2020-08-24,42.619998931884766,57.41820001602173,52.39919829368591
2020-08-25,43.349998474121094,58.62780046463013,52.92420029640198
2020-08-26,43.38999938964844,57.1451997756958,52.277398109436035
2020-08-27,43.040000915527344,53.949000120162964,50.84940147399902
2020-08-28,42.970001220703125,55.25100088119507,51.08039975166321
2020-08-31,42.61000061035156,53.5962016582489,50.23619985580444
2020-09-01,42.7599983215332,51.43739891052246,51.69360136985779
2020-09-02,41.5099983215332,50.48400092124939,49.91700196266174
2020-09-03,41.369998931884766,50.60580110549927,49.04340219497681
2020-09-04,39.77000045776367,49.44239830970764,48.3629994392395
2020-09-08,36.7599983215332,46.31760048866272,45.22559952735901
2020-09-09,38.04999923706055,47.010600328445435,46.4561984539032
2020-09-10,37.29999923706055,46.103399991989136,45.460798501968384
2020-09-11,37.33000183105469,45.98580050468445,45.76319861412048
2020-09-14,37.2599983215332,46.48559832572937,45.922800064086914
2020-09-15,38.279998779296875,47.800201177597046,46.17060112953186
2020-09-16,40.15999984741211,49.933799743652344,46.884599447250366
2020-09-17,40.970001220703125,51.42480182647705,48.711602210998535
2020-09-18,41.11000061035156,51.937201738357544,48.67800164222717
2020-09-21,39.310001373291016,49.43819761276245,46.50660181045532
2020-09-22,39.599998474121094,48.90059852600098,46.03619885444641
2020-09-23,39.93000030517578,49.614601850509644,46.51499819755554
2020-09-24,40.310001373291016,50.21940207481384,46.90140223503113
2020-09-25,40.25,50.99640083312988,47.30039834976196
2020-09-28,40.599998474121094,52.35720133781433,47.85900092124939
2020-09-29,39.290000915527344,50.47139883041382,46.577998638153076
2020-09-30,40.220001220703125,50.433597564697266,48.106801986694336
2020-10-01,38.720001220703125,48.400800704956055,47.25
2020-10-02,37.04999923706055,47.186999559402466,45.57000160217285
2020-10-05,39.220001220703125,50.15220093727112,47.59859776496887
2020-10-06,40.66999816894531,51.87420129776001,49.92119765281677
2020-10-07,39.95000076293945,50.437798261642456,48.75359916687012
2020-10-08,41.189998626708984,51.72720193862915,50.07659840583801
2020-10-09,40.599998474121094,50.53439927101135,50.118600368499756
